pid,name,city,region,postal_code,tenant_type,longitude,latitude
835665a1-e95e-4b15-a1fc-14631aeb045c,Fat Shack,Bellingham,WA,98226,Restaurants & Bars,-122.49493,48.790054
85003221-f8e0-4eb8-aba0-5f6780306dd9,Cost Cutters,Columbia,MO,65201,Services,-92.296074,38.950397
2c495238-73be-4ef7-941c-4a01367a29b5,Boost Mobile,Belleview,FL,34420,Electronics & Wireless,-82.054825,29.059757
5449d1a6-cd96-4393-9f6e-a8a3915617d8,Edward Jones,California,MD,20619,Services,-76.51481,38.301533
0e3fe139-9f9e-480c-acd5-c4ef87dfd043,Farmers Insurance Group,Hayward,CA,94545,Services,-122.105125,37.65314
5ab3d882-fab9-4a88-bcb6-1d195be67059,Buehler's Fresh Foods,Wadsworth,OH,44281,"Food, Groceries & Supermarkets",-81.73198,41.04746
9f9e61e3-f95f-47e5-9d6e-247d831e1aa7,Panera Bread,Indianapolis city (balance),IN,46231,Quick Serve Restaurants,-86.32571,39.763233
913cfe3f-ca20-4d3a-a0ef-dc27cb7dd38b,7-Eleven,Highland City,FL,33812,Convenience & Gas Stations,-81.87136,27.953466
a799d07a-9ea8-4b0d-b85c-864502ca7102,Jiffy Lube,Richmond,IN,47374,Automotive,-84.86133,39.830475
73261f38-d1e7-4c89-af5b-598e3ea8933b,Ferguson,Cathedral City,CA,92234,Other,-116.46428,33.785023
04b16af2-875a-48d4-9d68-e88654c32341,Dressbarn,Austell,GA,30106,Apparel & Accessories,-84.602356,33.853355
40f57857-080c-4ada-9902-8c0302cda542,CVS,Athens,OH,45701,General Merchandise,-82.10098,39.328182
797f13af-b3da-44cc-8258-cae57d07e1dd,Cellular Plus,Great Falls,MT,59405,Electronics & Wireless,-111.29051,47.493713
052ce337-794e-4613-9c02-3d49abe4d329,BP,Chicopee,MA,01020,Convenience & Gas Stations,-72.574036,42.196297
d91f7519-8f2b-4879-8a82-0dd70a9e1b08,United States Postal Service (USPS),Matewan,WV,25678,Services,-82.165565,37.62305
190dc0e0-253a-44b4-9267-fd8bf55e9acc,Shell Oil,Naperville,IL,60564,Convenience & Gas Stations,-88.20247,41.681065
8c5b2029-c5b4-4068-bc7e-346604c5a498,KFC,Denver,CO,80204,Quick Serve Restaurants,-105.02558,39.743423
3f59fa40-147e-4903-904c-19ffcba1468d,Progressive,Albuquerque,NM,87110,Services,-106.60462,35.096085
cc6e2e59-0f87-4094-a491-9a7fe95b53bc,Menchie's,Bellaire,TX,77401,Quick Serve Restaurants,-95.4699,29.706804
d576e5f5-fadf-41e1-ac07-56e56cbedf6d,Topgolf,Charlotte,NC,28262,Leisure & Recreation,-80.770195,35.287586
13c8ce66-f6c8-46d7-80dc-bd8abcb10353,Dollar General,Camilla,GA,31730,General Merchandise,-84.41289,31.079214
41017524-962a-4656-a147-cf763fea5cf6,Stop & Shop,Jackson,NJ,08527,"Food, Groceries & Supermarkets",-74.27349,40.12681
44f8fa19-c3e9-4ba4-be07-3734c47fc333,Two Men And A Truck,Toledo,OH,43612,Other,-83.5534,41.714157
53dd8044-9cd6-4cbd-8e7f-795f48f7dad7,Five Below,Freeport,NY,11520,General Merchandise,-73.57123,40.655678
19a811dd-9e97-41ef-8589-2b035c8e77a2,Boost Mobile,Brewster,NY,10509,Electronics & Wireless,-73.618835,41.39417
b9089483-a1c6-4644-840d-4c007b89a78a,Chase,Sun City,AZ,85373,Services,-112.277466,33.638577
55bac391-10dc-440e-bf6d-8b3e843847df,ARCO,Avocado Heights,CA,91746,Convenience & Gas Stations,-117.99752,34.041336
3ab60abc-cb6f-4b70-9847-7196d33296fd,Pier 1 Imports,Fresno,CA,93650,Furniture & Home,-119.79114,36.84474
ca4a34d1-be93-4a9e-972b-397d0c0bc017,Brooks Brothers,New York,NY,10023,Apparel & Accessories,-73.98187,40.7728
3698e1af-ab1e-468e-81be-fd53ad2b69ff,Subway,Crescent City,FL,32112,Quick Serve Restaurants,-81.51119,29.43715
a0de7b7f-4056-4be6-a136-c6fd944761d4,Whitts Barbeque,Nashville-Davidson metropolitan government (balance),TN,37013,Restaurants & Bars,-86.68394,36.07082
b44890bf-0c99-4805-9681-2f6a39b15b26,Shell Oil,Harwood Heights,IL,60706,Convenience & Gas Stations,-87.787025,41.96367
79ff109a-8a4f-4ba5-8736-58c86186bbe4,Hampton,Rochester,MN,55904,Services,-92.46434,43.99643
f9c837bc-3494-40f8-a2cd-17e110685fb0,The Big Apple Food Stores,Arundel,ME,04046,Convenience & Gas Stations,-70.523735,43.406704
3aca51b7-850d-4476-942c-9dcf2ae3bcb6,Which Wich,Carmel,IN,46032,Quick Serve Restaurants,-86.15429,39.971928
5ba95ae6-1c75-4087-8cd2-3f22200738d7,Hardee's,Philadelphia,MS,39350,Quick Serve Restaurants,-89.128006,32.77089
fd78dffd-283e-4000-b2c9-89b2b41a90ac,ampm,Bellingham,WA,98225,Convenience & Gas Stations,-122.47764,48.714188
acd23140-59a3-4f1b-8f03-582f26f66ffd,Kura Sushi,Garden Grove,CA,92843,Quick Serve Restaurants,-117.95389,33.761833
087e6635-1d3b-4651-a77b-1cb94fa50ed2,Labor Ready,Bow,NH,03304,Services,-71.51145,43.162766
7e5e7787-c946-456d-b743-e629f76372c1,Country Inn & Suites By Radisson,Rossford,OH,43551,Services,-83.58299,41.566227
b782c568-76f4-4ff0-86b1-86ec05e8c8f4,Subway,Fort Myers,FL,33908,Quick Serve Restaurants,-81.91292,26.507244
5b2297de-7b78-4fba-a661-1a88c388bf12,Nike Factory Store,Round Rock,TX,78665,Footwear,-97.68998,30.564682
23b563af-def1-4df5-8f02-8515a887339c,Lovesac,Coconut Creek,FL,33073,Furniture & Home,-80.187584,26.284035
9441893b-ae23-4a25-9c3c-318866359140,Wells Fargo,York,PA,17401,Services,-76.727036,39.9623
54af4900-eae3-48e0-ae1d-4114605edcdd,Metro by T-Mobile,Allentown,PA,18103,Electronics & Wireless,-75.460464,40.583435
8162f5d9-d0ac-42e5-9717-af9471e380a4,Wells Fargo,Winston-Salem,NC,27106,Services,-80.264305,36.122494
db12b550-9ba3-47b5-bc3a-10c39c2d9bc1,United States Postal Service (USPS),Christmas,FL,32709,Services,-81.01945,28.535847
698759ca-9c8f-4990-8599-a717285873a3,AutoZone,Tamiami,FL,33184,Automotive,-80.390945,25.76016
ea59bdf8-252f-49c4-90c9-d56fbd7c8fe3,Arby's,Lafayette,IN,47905,Quick Serve Restaurants,-86.85508,40.394848
ae0f7712-cd1c-4ff5-b1ef-cdbe367354ec,Sonic,Anniston,AL,36207,Quick Serve Restaurants,-85.80448,33.62975
8afb57eb-f60b-4e59-a2ff-fbf056e35718,Spring Market,Palmer,TX,75152,"Food, Groceries & Supermarkets",-96.6693,32.436954
4da8031b-526a-4e5f-9484-df6fe910a06b,Office Depot,Waldorf,MD,20603,Specialty Retail,-76.91574,38.6268
845bef43-0520-4914-8cde-071d255eb523,State Farm,Houston,TX,77069,Services,-95.49655,29.989756
b8cf22c6-070b-4e06-b3ac-9acd637e5dec,Re Max Advantage,Searcy,AR,72143,Services,-91.73851,35.244263
f7326128-1244-49e6-8fb9-9975dfce8659,Wendy's,Petaluma,CA,94952,Quick Serve Restaurants,-122.6347,38.239162
9b79c3fa-3a5c-4741-aa64-56f947c0e134,AT&T,Philadelphia,PA,19120,Electronics & Wireless,-75.12067,40.03643
6c908eb3-547d-4be5-8608-b829aaff7d8f,Walgreens,Plymouth,IN,46563,General Merchandise,-86.31085,41.3589
d6ed46a1-e9b1-4998-9173-76fd6328afd6,Boost Mobile,Chicago,IL,60608,Electronics & Wireless,-87.6662,41.83591
d6a3881f-583d-4276-b7fe-e4c9be7d3bf9,Giant Food Pharmacy,Newington,VA,22153,General Merchandise,-77.213524,38.739677
ac267513-9b58-4c59-9b04-6643560aad2e,LEGO,Urban Honolulu,HI,96814,Specialty Retail,-157.84541,21.291729
f227d99d-b224-43f6-9c85-b21ee6c0be47,Papa John's,Johnson City,TN,37604,Quick Serve Restaurants,-82.36188,36.30821
2b04d05b-cd8b-488a-a1b9-683a5b8dad26,Pizza Hut,Porterville,CA,93257,Quick Serve Restaurants,-119.02263,36.080696
ef6ec6b8-d437-4108-994c-48e7331c8b5d,Waterford Plaza,Waterford,CA,95386,unbranded,-120.76802,37.637318
80c68e57-0335-40f5-abca-a374f7483402,CVS Pharmacy,New Carlisle,OH,45344,General Merchandise,-84.025566,39.935696
9cbb9faf-c3d7-4274-84a0-244dd23dbd43,State Farm,Cartersville,GA,30120,Services,-84.7957,34.18969
b892abc1-33ff-4113-b72e-1e3c7402366f,Velox Insurance,Rome,GA,30165,Services,-85.22679,34.27295
a9d591ec-c111-40fc-bdcd-0718b16718da,Wendy's,Palm Springs,FL,33461,Quick Serve Restaurants,-80.08986,26.61015
5ff1436d-0bc7-4c1e-9b53-3c696a412ffe,Yoga Pod,Boulder,CO,80305,Leisure & Recreation,-105.250114,39.9841
98c89e24-5b6d-43a2-889a-c485cb8ef80c,Brixx Wood Fired Pizza,Greensboro,NC,27408,Quick Serve Restaurants,-79.814644,36.091827
420b696b-e51e-4b6f-b694-fcaff482259b,7-Eleven,Santa Clara,CA,95051,Convenience & Gas Stations,-121.99244,37.338516
84f98774-2e22-4c7a-8cdd-34ebab467030,CVS,Miami,FL,33145,General Merchandise,-80.23673,25.750135
2bc773da-0f03-48be-ae27-28a28c9cabc5,Bank of Marin,Oakland,CA,94612,Services,-122.2625,37.81129
0c592da9-3252-4488-be92-06b23111be5b,Valero Energy,Carencro,LA,70520,Convenience & Gas Stations,-92.11716,30.297688
d7d01de3-1bc5-4089-86fd-dcbf4af43de1,Famous Footwear,Phoenix,AZ,85022,Footwear,-112.06691,33.63842
2dde45bd-4967-4377-895d-c3d8ee905a33,Store Space Self Storage,Ocala,FL,34475,Services,-82.168755,29.234568
526fb6ce-4e1d-4176-aa62-8722cc244af7,Painting with a Twist,Pasadena,TX,77505,Other,-95.16869,29.648912
1b7ccaa8-7b09-4a16-b834-e13d62aaa5da,Domino's Pizza,New York,NY,11201,Quick Serve Restaurants,-73.99057,40.686943
9587cfae-9b0f-4991-9744-ea03977286cb,Safeway,Fountain Hills,AZ,85268,"Food, Groceries & Supermarkets",-111.72791,33.609528
ee1f6c3b-6694-4dfb-b8c5-1ce7553aac8e,Charley's,Daytona Beach,FL,32119,Quick Serve Restaurants,-81.03011,29.17257
3402a715-484d-4785-ae83-fd12f6c45a53,Starbucks,Peoria,AZ,85383,Quick Serve Restaurants,-112.20602,33.71149
f99d049b-38dc-4833-867b-0c5159adb56a,Progressive,Lansdale,PA,19446,Services,-75.28881,40.24491
ffac3f30-085c-4779-81d0-8443733221d8,Shipley Donuts,Lake Charles,LA,70605,"Food, Groceries & Supermarkets",-93.248764,30.1912
43550265-f23e-47c3-8791-ddc8e5620a0d,The Flame Broiler,San Dimas,CA,91773,Quick Serve Restaurants,-117.82844,34.10748
6ffc3d40-bb20-49bf-ac45-74dc0eb64c95,Dunkin',Guilderland,NY,12084,Quick Serve Restaurants,-73.89031,42.69773
da158b36-5037-4a32-a5ba-296e898876cc,Walgreens,Monticello,NY,12701,General Merchandise,-74.682686,41.65344
27d49fd1-7b89-429c-b394-fd7803a1f47e,Jackson Hewitt Tax Service,Concord,NC,28027,Services,-80.622894,35.388912
059b1128-0287-4fce-ac69-3d298f6c87fd,Walgreens,Sparks,NV,89434,General Merchandise,-119.70474,39.55894
15c5a3df-6346-43fc-bca3-59bc823e17ce,Microtel Inn and Suites,Pleasanton,TX,78064,Services,-98.50481,28.943626
b22b3c8f-f0d0-4745-b45c-c93d1578d1b7,Mobil,Manchester,CT,06042,Convenience & Gas Stations,-72.55592,41.805622
ccc872aa-5250-4d3b-b5c3-2bd20234dabb,Chase,Burbank,CA,91506,Services,-118.32222,34.16868
f280b7ca-22cd-4226-b96c-68017bb939ba,Jamba,Manteca,CA,95336,Quick Serve Restaurants,-121.19231,37.796867
9b085e66-962b-4ad5-8685-b38954044950,Boston Sports Clubs,New York,NY,11209,Leisure & Recreation,-74.02703,40.633778
c182be93-45db-4f68-b940-9c8df234bc05,Progressive,Lansing,IL,60438,Services,-87.53152,41.564423
7ad2e5f8-4a81-4433-8c2e-9de5499b9604,Walgreens,Reedley,CA,93654,General Merchandise,-119.44027,36.604706
fcc448b8-e08d-4a3d-87bb-b324c3df7207,Subway,Des Moines,IA,50317,Quick Serve Restaurants,-93.55301,41.62534
f9cb7786-060a-49a0-987d-c55b9cc98046,Dollar Tree,Merrillville,IN,46410,General Merchandise,-87.336754,41.51177
2c82a68f-deb7-47ae-934f-7089de713f43,State Farm,Irving,TX,75039,Services,-96.94322,32.894905
9f34b068-fdf0-47be-80e6-662eafcc31a5,O'Reilly Auto Parts,Silver City,NM,88061,Automotive,-108.24875,32.78835
cbb38f2c-9bcc-4e5e-a7b1-17b857bfd366,Taco Bell,Suisun City,CA,94585,Quick Serve Restaurants,-122.020004,38.244553
a0bf8f37-fb74-453c-8a92-e6ac3b46d89a,Drnk Coffee + Tea,Lansdowne,VA,20176,Quick Serve Restaurants,-77.49518,39.081444
b3a72b88-55dd-404f-bbf3-058c096905fa,Subway,Mount Joy,PA,17552,Quick Serve Restaurants,-76.48657,40.110256
b543935d-e4e5-4791-b86f-a9429dfc7d6b,McDonald's,Raleigh,NC,27609,Quick Serve Restaurants,-78.621254,35.867413
77a9ed92-ca51-4564-8c5b-088553a6e719,CITGO,Rockmart,GA,30153,Convenience & Gas Stations,-85.0051,33.976055
874fd32f-710e-43a8-b42d-f2714e1acab6,Jackson Hewitt Tax Service,Hendersonville,TN,37075,Services,-86.595375,36.322712
ae9b7393-7a33-457f-b136-c6b28af65350,7-Eleven,Winter Park,FL,32789,Convenience & Gas Stations,-81.38371,28.59358
d88b3446-2aab-41ef-bbe4-473b86e9b7ed,Cracker Barrel,White House,TN,37188,Restaurants & Bars,-86.67988,36.466774
229688c3-4861-4ff7-91c0-5f2fd2e8d51d,Central Bank Iowa,Storm Lake,IA,50588,Services,-95.201294,42.644604
023a97ee-637e-4059-baac-d52a60368287,Progressive,Greenville,NC,28590,Services,-77.40732,35.554146
ae6d882b-3e65-437d-9d19-5b1508712deb,Chico's Off The Rack,Vero Beach,FL,32966,Apparel & Accessories,-80.52188,27.636856
7f8d75b4-a5a2-445f-96ec-e48b7cb3ab1e,Aspen Dental,Okeechobee,FL,34974,Services,-80.82933,27.220098
4e82018f-5276-404f-a05f-380dbbdeb7e0,Bubbakoo's Burritos,Middletown,DE,19709,Restaurants & Bars,-75.73221,39.450043
25cb28f0-5694-43af-baca-a611bcdb5976,Family Dollar Stores,Medina,TX,78055,General Merchandise,-99.24637,29.795809
ecdaccd5-10f1-4163-836c-754a1fa8d31f,Marathon,Adel,GA,31620,Convenience & Gas Stations,-83.43212,31.13459
90fd76b1-5b23-426c-b013-04c584579ac3,CVS Pharmacy,Dallas,TX,75219,General Merchandise,-96.810844,32.81591
2b3e8cea-a5f7-4109-9cc8-725eddb59c13,Tractor Supply Co.,Sebring,FL,33870,Furniture & Home,-81.438255,27.469315
d0594fb8-8251-4834-a52b-d6b225b9cba4,Clear Choice,Framingham,MA,01701,Services,-71.391785,42.311188
dd5370f6-ded3-48ed-aec0-76ab15e6328b,Smart & Final,Union City,CA,94587,"Food, Groceries & Supermarkets",-122.06804,37.601643
6c338bdb-341c-4d9c-a585-17df139c6c6f,Starbucks,Albuquerque,NM,87106,Quick Serve Restaurants,-106.61747,35.080727
3d9bacff-22ae-4abe-a9cf-be43c35c9e73,Progressive,Sapulpa,OK,74066,Services,-96.112076,35.999912
258319ac-9a43-4935-b540-70102643daf2,BonWorth,Crossville,TN,38555,Apparel & Accessories,-85.01846,35.98153
f3b16783-939e-46d8-87c0-7eb145c6d4f3,Valero Energy,Tomball,TX,77375,Convenience & Gas Stations,-95.6388,30.105787
7e00d18b-0179-46cb-97e2-948ef22dbac9,Noodles & Company,La Grange,IL,60525,Quick Serve Restaurants,-87.86941,41.81589
b82124e5-9644-47ae-aed8-681bcf47d9dc,Subway,Beaver Dam,AZ,86432,Quick Serve Restaurants,-113.91054,36.897083
b4a75c78-9a52-42e1-a8a2-fa7c169dcd40,Johnstone Supply,Port Huron,MI,48060,Other,-82.446,42.95411
a8726d8a-0dfe-45b0-873f-dcbea7085333,Pizza Hut,Cañon City,CO,81212,Quick Serve Restaurants,-105.22459,38.4484
5757ca4c-dd86-4789-94ee-cd4ad09e3c51,Doubletree Suites By Hilton Hotel Nashville Airport,Nashville-Davidson metropolitan government (balance),TN,37214,Services,-86.6892,36.15967
4aea1d81-e0ac-46d8-afba-af409e734f9e,CertiFit,Kansas City,MO,64120,Automotive,-94.50747,39.135418
bce7d14a-d608-46cb-a53b-872b5828c67f,The Exchange,Sierra Vista,AZ,85613,Apparel & Accessories,-110.352715,31.560328
19207491-c452-4ada-99d2-e990ec7568b6,Walnut Creek Village,Papillion,NE,68046,unbranded,-96.065254,41.144707
fd4f0c2f-ebf8-4e06-881f-75a1641fb005,Smallcakes,West Melbourne,FL,32904,Quick Serve Restaurants,-80.66348,28.037388
d4871ac5-7a47-457a-a287-6deec8df9143,LensCrafters,Santa Fe,NM,87507,Specialty Retail,-106.01224,35.636326
391a7c01-577a-4cae-aa9f-8748566129ed,Progressive,Fayetteville,AR,72701,Services,-94.15984,36.061665
fc369496-1d0f-47b9-b961-e677f51283e2,Best Buy,East Hanover,NJ,07936,Electronics & Wireless,-74.36037,40.802765
163e8a11-f8ed-4d6d-b810-94d4227c0f40,Subway,Jackson,WY,83001,Quick Serve Restaurants,-110.79122,43.46923
18696359-2e6d-4fb1-bf2f-cb5a38a1351a,Valvoline,Dunkirk,MD,20754,Automotive,-76.661644,38.720974
fc69cf76-13ed-4286-ae80-6be5a02fd2b2,The UPS Store,Sandy Springs,GA,30350,Services,-84.34871,33.98317
b8d889a9-367a-4c5a-b214-e48d319830ce,Farm & Home Supply,Hannibal,MO,63401,Furniture & Home,-91.39671,39.727646
8828e788-599c-4932-9e83-d829f039bb8e,Maverik,Blanding,UT,84511,Convenience & Gas Stations,-109.47235,37.626404
b3cdcbd0-d54f-43ca-bbeb-bc8881376ec1,Edward Jones,Mint Hill,NC,28227,Services,-80.657616,35.174603
dda584ae-3521-4cce-b19b-bfc8b43465ff,McDonald's,Brighton,MI,48116,Quick Serve Restaurants,-83.76108,42.507137
45bb82d2-bce4-4687-a315-1c753c02ac32,Food Lion,Richmond,VA,23225,"Food, Groceries & Supermarkets",-77.497116,37.48864
49f726b0-f672-4638-9b07-a1b78a6c4173,GNC (General Nutrition Centers),Northport,AL,35473,"Food, Groceries & Supermarkets",-87.575,33.239952
f93ef57c-5af0-48bc-8849-1bbb3bb5f5fd,The UPS Store,Irvine,CA,92620,Services,-117.76143,33.71237
78b27a67-f7af-40b2-a600-59227e24d7f4,Sally Beauty Supply,Casselberry,FL,32751,Specialty Retail,-81.318504,28.628527
62c43295-7048-45a7-af24-8ce61e88c937,Concierge Pharmacy,Torrance,CA,90505,General Merchandise,-118.35202,33.815998
8375185a-ee5b-406d-b5c8-1cef9217bfb4,Chevron,Homestead,FL,33032,Convenience & Gas Stations,-80.3966,25.518564
0ec55a63-400b-498b-bf46-da8fd7c5c082,Dollar Tree,Menifee,CA,92584,General Merchandise,-117.16934,33.68389
19413ed0-b741-400c-9a56-2b89baa24196,Subway,Houston,TX,77019,Quick Serve Restaurants,-95.40156,29.754354
db4530c3-0747-471d-a62a-d84d7eb8827d,Progressive,New York,NY,11354,Services,-73.81055,40.76488
53b25a0d-faa0-437f-9f7b-66c249c96123,Progressive,New York,NY,10033,Services,-73.93488,40.85232
b143b3b2-512e-4285-a182-e144750111d2,Allstate Insurance,Indiana,PA,15701,Services,-79.14648,40.62307
57cf80a9-f16a-4df3-9e42-002129a0dc15,Milan Laser,Savannah,GA,31406,Services,-81.12169,32.00286
051f6b4e-3108-4146-8f7f-65490488de8b,McDonald's,Norwalk,CA,90703,Quick Serve Restaurants,-118.06348,33.887444
520cfb75-1808-488f-9ad7-b97e8cf786a2,Chase,Alpine,CA,91901,Services,-116.77788,32.83801
a0a54989-23fd-48e2-9d01-2bc310d88a63,IGA,York,PA,17402,"Food, Groceries & Supermarkets",-76.65151,39.985085
ef0e985e-dab1-49b3-845f-77b76d8dfa0c,Goodwill Industries,Oklahoma City,OK,73120,General Merchandise,-97.5661,35.59538
edc7312f-8b5e-4a76-8a35-7baae709dd54,Bargain Hunt,Florence,AL,35630,General Merchandise,-87.63108,34.83943
68325f8b-ea41-4904-874d-55ee4daf22e2,ARC Document Solutions,Bethesda,MD,20814,Services,-77.09638,38.988945
747af196-d9a2-48f9-8130-ed1aa8aca414,Bestway Rental,Springfield,TN,37172,Services,-86.87999,36.491356
0f2ff68d-2016-4cb1-aae2-00dcece1c14b,UPS Customer Center,Tumwater,WA,98501,Services,-122.91366,46.981384
308b5176-4a89-477b-a955-24fcc9c072a7,Starbucks,Mountain House,CA,95391,Quick Serve Restaurants,-121.5321,37.78111
67eac401-32d9-4fac-ac32-5cddc2486da8,Chevron Extra Mile,Kenmore,WA,98028,Convenience & Gas Stations,-122.233116,47.755924
e3962ce6-b7b0-4408-a47e-e2fd54a9b822,Boost Mobile,Abilene,TX,79603,Electronics & Wireless,-99.75843,32.465042
218e6e44-8b77-42b8-bfdf-c1c8f6e5983e,IdentoGO,Colfax,LA,71417,Services,-92.71047,31.523493
17bf77cd-60b8-460b-b00a-e7eb7726b506,MyEyeDr.,Cockeysville,MD,21030,Services,-76.65441,39.498444
7185dc33-6c01-4185-aff5-c6c390c0e80e,Starbucks,Torrington,CT,06790,Quick Serve Restaurants,-73.095184,41.815495
6a456d54-77cb-4b87-8871-003f39568072,Lake Michigan Credit Union,Forest Hills,MI,49546,Services,-85.53947,42.94129
9cde0226-2c74-4b82-a4db-9ed8ab4b815c,Journeys,Portland,OR,97232,Footwear,-122.65507,45.53254
aaf25c3d-b0fc-408c-81f2-316a2e6cd37b,Ulysse Nardin,Andover,MA,01810,Electronics & Wireless,-71.13963,42.65558
999777ce-0add-4c23-bf16-d8a8a7faf4e6,McDonald's,Watsonville,CA,95076,Quick Serve Restaurants,-121.75352,36.90774
07442cf4-faeb-4263-aea8-79d2de22db0b,LensCrafters,Pompano Beach,FL,33062,Specialty Retail,-80.10162,26.256748
06e148b8-01c1-4a8f-84d2-398b46d23be9,Taco Bell,Parkersburg,WV,26101,Quick Serve Restaurants,-81.54169,39.23148
3c174a2f-01dd-41ee-b5f5-72ff6b6d048d,CVS Pharmacy,Lago Vista,TX,78645,General Merchandise,-97.97538,30.474615
5dfb9ad3-cbe1-4571-8618-3d814de3a164,Carpet One Floor & Home,Starke,FL,32091,Furniture & Home,-82.107956,29.944149
d802830c-2f52-4a65-8f03-c65c3179abc4,Anytime Fitness,Long Hill,CT,06340,Leisure & Recreation,-72.06159,41.354404
32af88da-03d9-4bf8-9793-0204df118de2,United States Postal Service (USPS),Glenrock,WY,82637,Services,-105.87621,42.86103
